text,newspaper,country,date,auhtor
"PlayStation-maker Sony has invested $250 million (around ₹1,880 crore) to acquire a 1.4% stake in Epic Games, the owner of online video game 'Fortnite'. Last month, Bloomberg had reported that Epic Games was close to securing funding at a valuation of about $17 billion. Sony's shares were up as much as 3.2% in Tokyo on Friday, nearing a 19-year high.",inshort,india,2020-07-11,unkown
"Apple has released the first public beta of iOS 14 and iPadOS 14, the next versions of its operating systems for iPhone and iPad. Unlike developer betas, these can be downloaded by everyone without a $99 developer account. Expected to launch later this year, the iOS 14 introduces new features like widgets on home screen and a new App Library.",inshort,india,2020-07-11,unkown
"Amazon on Friday asked employees to delete China's ByteDance-owned TikTok from their phones that also had access to company email, only to reverse the decision almost 5 hours later. The e-commerce giant said the email, which cited ""security risks"" for the initial ban, was sent to workers in error. President Donald Trump recently said the US is considering banning TikTok.",inshort,india,2020-07-11,unkown
"ByteDance, the owner of TikTok that was recently banned in India, has reportedly gone ahead with plans to establish an office in Mumbai. The Chinese company has signed a deal with WeWork, which provides shared workspaces, for 1,250 seats, the Economic Times reported. This comes as ByteDance considers changing TikTok's corporate structure and reportedly moving the app's headquarters outside China.",inshort,india,2020-07-11,unkown
"The government has reportedly sent a list of around 70 questions to the 59 banned apps. It sought details regarding various issues including the beneficial owners, financial structure, location of data centres and board of directors, according to reports. One of the banned apps, TikTok, confirmed that it has received a questionnaire from the government.",inshort,india,2020-07-11,unkown
"Foxconn is planning to invest around $1 billion to expand a factory in Tamil Nadu where the Taiwanese contract manufacturer assembles iPhones, Reuters reported. It will reportedly add around 6,000 jobs at its Sriperumbudur plant near Chennai. This is reportedly a part of Apple's plans to gradually shift production away from China amid the US-China trade war and coronavirus crisis.",inshort,india,2020-07-11,unkown
"A lawsuit filed against Microsoft's LinkedIn in San Francisco federal court alleged the platform diverts sensitive information from Universal Clipboard application on users' Apple devices. The tool allows users to copy text, images and videos from one Apple device and paste it onto another Apple device. Filed by Adam Bauer, the complaint said LinkedIn reads clipboard data without notifying users.",inshort,india,2020-07-11,unkown
"Asia's richest person Mukesh Ambani has surpassed Berkshire Hathaway CEO Warren Buffett to become the world's seventh-richest person. According to Forbes data, Ambani's net worth stands at $70.1 billion, while Warren Buffett's net worth is $68.2 billion. The share price of Reliance Industries has more than doubled since March following investments in Reliance Jio worth $15 billion.",inshort,india,2020-07-11,unkown
"Model Bella Hadid called out Instagram for taking down a picture of her father's passport, which stated his birthplace as Palestine. The model shared the message she received from Instagram and wrote, ""Exactly what part of me being proud of my father's birthplace of Palestine is 'bullying, harassment, graphic or sexual nudity'?"" Instagram later apologised to Bella ""for the mistake"". ",inshort,india,2020-07-11,unkown
"IIT Delhi-incubated startup has developed an ozone-based decontamination device that can decontaminate N95 masks for reuse for up to 10 times. The device, Chakr DeCoV, can disinfect the masks in 90 minutes. The cabinet-shaped device uses ""high penetrability of ozone gas for cleaning the pores of the N95 mask, ensuring complete decontamination of its intricate layers"".",inshort,india,2020-07-11,unkown
"SoftBank's 'Pepper' humanoid robot and Boston Dynamics' quadruped robot 'Spot' danced to cheer the Fukuoka SoftBank Hawks at a baseball game in Japan. Over 20 'Pepper' and 'Spot' robots were filmed dancing amid empty stands due to COVID-19. They danced to the Hawks' fight song. According to SoftBank, this is the first time Spot has performed at a sports event.",inshort,india,2020-07-11,unkown
"Bill Gates has said COVID-19 drugs and an eventual vaccine should be made available to countries and people that need them most and not the ""highest bidder"". ""If we just let drugs and vaccines go to the highest bidder...we'll have a longer...deadlier pandemic,"" Gates added. He said, leaders will have to make these ""hard decisions about distributing based on equity"".",inshort,india,2020-07-11,unkown
Apple has asked its users not to close MacBooks with a camera cover on as it might damage the display. It said that could happen as the clearance between the display and keyboard is designed to very tight tolerances. It added that the camera cover could also cause issues with automatic brightness and True Tone.,inshort,india,2020-07-11,unkown
"Google has announced that it will be investing over $900 million over the next five years to ""accelerate"" Italy's ""digital transformation"". This will include launch of two Cloud regions in partnership with TIM. Google also announced 'Italia in Digitale' plan to accelerate Italy's economic recovery by offering a series of tools, training and partnerships to support businesses and job seekers.",inshort,india,2020-07-11,unkown
"A Facebook bug caused number of apps, including, Pinterest and Tinder, to crash on iPhones. The problem arose from Facebook's iOS software developer kit (SDK) that is embedded in some of the apps and allows people to log in to apps using their Facebook account. Facebook had acknowledged that its software was causing the problems.",inshort,india,2020-07-11,unkown
"Facebook and Instagram have placed a ban on all posts or videos that promote the ""conversion therapy"" for LGBT people. Conversion therapy attempts to 'change' a person's sexuality or gender identity. Facebook had earlier placed a ban on ads promoting the practice. Some countries have banned the practice for minors.",inshort,india,2020-07-11,unkown
"Brazilian President Jair Bolsonaro has called the removal of his supporters' accounts an unwarranted ""persecution"". He said that the move was ""regrettable"" and a risk to ""freedom of the press"". Earlier, Facebook had removed several accounts that were involved in ""coordinated inauthentic behaviour"" in Brazil. It said some of the accounts were linked to some of Bolsonaro's office staff.",inshort,india,2020-07-11,unkown
"Facebook is considering to ban political ads in days leading up to the US presidential election in November, media reports said. However, the reports added that the potential ban is still only being discussed and hasn't been finalised yet. Last year, Twitter had announced a complete ban on political ads on its platform globally.",inshort,india,2020-07-11,unkown
Chinese startup WeRide said it has obtained the country's first license to test fully driverless cars on designated open roads in Guangzhou. It added it has become the first in China and second in the world to test fully driverless cars on open roads. WeRide will use a 5G-enabled remote control system to take control of the vehicle when needed.,inshort,india,2020-07-11,unkown
"US bank Wells Fargo has asked its employees to remove TikTok from their office phones. The bank did so due to ""concerns about TikTok's privacy and security controls and practices"" and because corporate-owned devices ""should be used for company business only"", it said. Earlier, Amazon had asked its staff to uninstall TikTok from their devices having access to company email.",inshort,india,2020-07-11,unkown
Honda Motor and China's CATL have signed an agreement to jointly develop batteries for new energy vehicles. Honda has acquired approximately 1% of CATL shares through the non-public issuance of stocks. The firms will also discuss a stable supply and the recycling and reuse of batteries. The first model under the agreement is scheduled to be launched in 2022. ,inshort,india,2020-07-11,unkown
"US authorities said Amazon will pay $134,523 to settle allegations that it violated multiple US sanctions programs by selling goods and services to blacklisted people. They stated people from Crimea, Iran and Syria were allowed to place orders on Amazon between November 2011 and October 2018. Authorities added Amazon failed to report ""several hundred"" transactions in a timely manner.",inshort,india,2020-07-11,unkown
"US electric pickup truck startup Rivian has raised $2.5 billion in a round led by funds and accounts advised by T. Rowe Price Associates. The round saw participation from Soros Fund Management and Coatue, among others. Existing shareholders Amazon and funds managed by BlackRock also participated in the round. The Tesla rival had last raised $1.3 billion in December 2019.",inshort,india,2020-07-11,unkown
"Google announced it will be updating its policies to ban ads for products made for tracking or monitoring people and their activities without their authorisation. Google will begin enforcing the  updated policies on August 11, which will apply globally. Private investigation services or services designed for parents to track or monitor their underage children won't be covered under the policies.",inshort,india,2020-07-11,unkown
"Visually impaired users often find working with text and tables in office suites difficult. Pico TTS, a text-to-speech synthesizer, and the Read Text extension for LibreOffice and OpenOffice provide a solution.",linux,USA,2020-07-11,unkown
"As unemployment claims surge, US computer systems are straining under the increased load. In this column, maddog weighs in on COVID-19 and COBOL.",linux,USA,2020-07-11,unkown
Working with multimedia files usually involves converting from one format to another. With MystiQ you can handle this task in next to no time.,linux,USA,2020-07-11,unkown
"If your new webcam doesn't work with the default software on your Linux system, try your luck with Guvcview or QtCAM.",linux,USA,2020-07-11,unkown
The makers of the Librem line of Linux-based laptops have released a mini PC.,linux,USA,2020-07-11,unkown
"Unlike other displays for the Raspberry Pi, Adafruit's PyPortal touchscreen provides an autonomous environment, including a microprocessor, sound output, and a WiFi connection.",linux,USA,2020-07-11,unkown
Zack covers: When a Security Hole Is OK; Kernel Documentation Updates; and Security Through Obscurity,linux,USA,2020-07-11,unkown
The VokoscreenNG screencast tool offers many options but is still surprisingly easy to use.,linux,USA,2020-07-11,unkown
"The promised profusion of extra time has failed to materialize for Graham this month, leaving him with too many synth kits to build, a table littered with components, and a leaking toilet.",linux,USA,2020-07-11,unkown
A teleprompter can help you give a polished look to your speeches and video presentations. Imaginary Teleprompter is a free tool that delivers professional teleprompting capabilities.,linux,USA,2020-07-11,unkown
"To create an action-packed game with LÖVE, these are a few last things you should learn how to do – overlay fancy images to ""physical"" objects, detect collisions, and get input from the keyboard or mouse.",linux,USA,2020-07-11,unkown
The distro you load on your computer was developed by real people operating through community groups and other organizational structures. This summary of some recent news offers a glimpse into the inner workings of some leading Linux projects.,linux,USA,2020-07-11,unkown
Ubuntu Studio 20.04 and Kubuntu 20.04,linux,USA,2020-07-11,unkown
Use Apache Guacamole to connect to remote servers from within a web browser.,linux,USA,2020-07-11,unkown
,linux,USA,2020-07-11,unkown
UK Linux Jobs,linux,USA,2020-07-11,unkown
The Chinese telecoms equipment provider's fate in the UK is set to be revealed on Tuesday.,bbc_tech,Uk,2020-07-11,unkown
The Chinese telecoms equipment provider's fate in the UK is set to be revealed on Tuesday.,bbc_tech,Uk,2020-07-11,unkown
"Earlier, the company had asked staff to remove the TikTok app from phones over ""security risks.""",bbc_tech,Uk,2020-07-11,unkown
Smile Bank customers have been unable to access their accounts for days due to an ongoing outage.,bbc_tech,Uk,2020-07-11,unkown
"Jack Dorsey is backing a plan to help ""close the wealth and income"" gap for citizens in 16 US cities.",bbc_tech,Uk,2020-07-11,unkown
Microsoft says superimposing callers in the same virtual space makes chats more natural.,bbc_tech,Uk,2020-07-11,unkown
"Apps which integrate with Facebook's software were unusable for a while, thanks to a code change.",bbc_tech,Uk,2020-07-11,unkown
Popular short video app TikTok has blocked access in Hong Kong as it comes under increasing scrutiny.,bbc_tech,Uk,2020-07-11,unkown
The Chinese telecoms equipment provider's fate in the UK is set to be revealed on Tuesday.,bbc_tech,Uk,2020-07-11,unkown
"Earlier, the company had asked staff to remove the TikTok app from phones over ""security risks.""",bbc_tech,Uk,2020-07-11,unkown
Smile Bank customers have been unable to access their accounts for days due to an ongoing outage.,bbc_tech,Uk,2020-07-11,unkown
"Jack Dorsey is backing a plan to help ""close the wealth and income"" gap for citizens in 16 US cities.",bbc_tech,Uk,2020-07-11,unkown
Microsoft says superimposing callers in the same virtual space makes chats more natural.,bbc_tech,Uk,2020-07-11,unkown
"Apps which integrate with Facebook's software were unusable for a while, thanks to a code change.",bbc_tech,Uk,2020-07-11,unkown
Popular short video app TikTok has blocked access in Hong Kong as it comes under increasing scrutiny.,bbc_tech,Uk,2020-07-11,unkown
"Earlier, the company had asked staff to remove the TikTok app from phones over ""security risks.""",bbc_tech,Uk,2020-07-11,unkown
Smile Bank customers have been unable to access their accounts for days due to an ongoing outage.,bbc_tech,Uk,2020-07-11,unkown
"Jack Dorsey is backing a plan to help ""close the wealth and income"" gap for citizens in 16 US cities.",bbc_tech,Uk,2020-07-11,unkown
The Middle Eastern airline will make more redundancies but says it is 'not as badly off as others'.,bbc_bussiness,Uk,2020-07-11,unkown
The Middle Eastern airline will make more redundancies but says it is 'not as badly off as others'.,bbc_bussiness,Uk,2020-07-11,unkown
Liz Truss says the UK will not be pushed into a trade deal that lowers food standards.,bbc_bussiness,Uk,2020-07-11,unkown
"Earlier, the company had asked staff to remove the TikTok app from phones over ""security risks.""",bbc_bussiness,Uk,2020-07-11,unkown
Smile Bank customers have been unable to access their accounts for days due to an ongoing outage.,bbc_bussiness,Uk,2020-07-11,unkown
The competition authority says some package holiday firms misled customers after virus-related cancellations.,bbc_bussiness,Uk,2020-07-11,unkown
"Questions remain over the Green Homes Grant, which aims to make homes more energy efficient.",bbc_bussiness,Uk,2020-07-11,unkown
Court case between Amanda Staveley and the bank hears claims she was a 'complete unknown'.,bbc_bussiness,Uk,2020-07-11,unkown
The Middle Eastern airline will make more redundancies but says it is 'not as badly off as others'.,bbc_bussiness,Uk,2020-07-11,unkown
Liz Truss says the UK will not be pushed into a trade deal that lowers food standards.,bbc_bussiness,Uk,2020-07-11,unkown
"Earlier, the company had asked staff to remove the TikTok app from phones over ""security risks.""",bbc_bussiness,Uk,2020-07-11,unkown
Smile Bank customers have been unable to access their accounts for days due to an ongoing outage.,bbc_bussiness,Uk,2020-07-11,unkown
The competition authority says some package holiday firms misled customers after virus-related cancellations.,bbc_bussiness,Uk,2020-07-11,unkown
"Questions remain over the Green Homes Grant, which aims to make homes more energy efficient.",bbc_bussiness,Uk,2020-07-11,unkown
Court case between Amanda Staveley and the bank hears claims she was a 'complete unknown'.,bbc_bussiness,Uk,2020-07-11,unkown
Liz Truss says the UK will not be pushed into a trade deal that lowers food standards.,bbc_bussiness,Uk,2020-07-11,unkown
"Earlier, the company had asked staff to remove the TikTok app from phones over ""security risks.""",bbc_bussiness,Uk,2020-07-11,unkown
Smile Bank customers have been unable to access their accounts for days due to an ongoing outage.,bbc_bussiness,Uk,2020-07-11,unkown
It's already possible to see Neowise with just binoculars or even the naked eye as it comes closer to Earth.,cnet,worldwide,2020-07-11,unkown
The first launch of a big batch of satellites equipped with shades to reduce their brightness was set to blast off soon.,cnet,worldwide,2020-07-11,unkown
"With COVID-19 cases surging across the US, experts are concerned that fall will make matters worse. Here's what we know right now.",cnet,worldwide,2020-07-11,unkown
"Over half of the primate species in Africa are also at a high risk of extinction, according to the new Red List of Threatened Species.",cnet,worldwide,2020-07-11,unkown
"Forget the weird, inflatable habitats you've seen in sci-fi movies. Your future Martian house could actually feel a lot like home here on Earth (even if it looks totally different)",cnet,worldwide,2020-07-11,unkown
Made the months-long journey to Mars but got nowhere to live? One company's vision for a Martian habitat hopes to bring the familiar touches of home to the red planet.,cnet,worldwide,2020-07-11,unkown
"Experts claim COVID-19 can spread through the air, but the WHO believes the science isn't definitive and more evidence is required.",cnet,worldwide,2020-07-11,unkown
"Commentary: The rapper says ""they want to put chips inside of us"" and is ""extremely cautious"" about a COVID-19 vaccine. He shouldn't be.",cnet,worldwide,2020-07-11,unkown
"More ""watermelon snow"" in the Alps could be a sign of fast-melting ice.",cnet,worldwide,2020-07-11,unkown
"Carnegie Mellon University scientists come up with a technique that automatically makes communication better mannered, thank you very much.",cnet,worldwide,2020-07-11,unkown
"This is bad news, especially after the devastation in the Amazon rainforest in 2019.",cnet,worldwide,2020-07-11,unkown
One superflare was far more powerful than what astronomers typically see from our own sun.,cnet,worldwide,2020-07-11,unkown
,cnet,worldwide,2020-07-11,unkown
Brisbane artist Bill Robinson's latest exhibition is curated by author Nick Earls and lets you climb inside the mind of the artist at the touch of a mouse.,abc,australia,2020-07-11,unkown
Politicians here and abroad are worried about the influence of the increasingly popular Chinese-owned company.,abc,australia,2020-07-11,unkown
Indigenous users of dating apps say they're deemed less attractive and abused by other users because of their race.,abc,australia,2020-07-11,unkown
"When it launched, COVIDSafe was marketed as Australia's ticket out of lockdown, but were we focused on the wrong thing?",abc,australia,2020-07-11,unkown
Documents from Home Affairs reveal how social media posts are routinely used by immigration officials to challenge an applicant's identity and claim for protection.,abc,australia,2020-07-11,unkown
These steps will help you dull the impact and limit the reach of racist content in your social media feeds.,abc,australia,2020-07-11,unkown
"A 17-year-old student who found a lost defence research balloon after the maker posted a $1,000 reward was surprised to find it carried a figurine that looked like her.",abc,australia,2020-07-11,unkown
"An 80-year-old pensioner on Queensland's Sunshine Coast lost his life savings in an online scam, which uses identities like Dick Smith and trusted brands like the ABC to promote them.",abc,australia,2020-07-11,unkown
The NSW Government announces a $79 million designation for the region and moves to allay landowners' concerns about potential impacts on farmland.,abc,australia,2020-07-11,unkown
"Ever since the Hindenburg airship disaster of 1937, hydrogen has had a reputation as being a risky source of fuel — but a project in Adelaide is part of a push to change that.",abc,australia,2020-07-11,unkown
"For Nikko and Jade Lord on Woodstock Station, north of Richmond, mental health is a major focus for staff dealing with isolation.",abc,australia,2020-07-11,unkown
"For months the coronavirus has exacerbated global tensions, but it's been a particularly rough week for China with diplomatic rows exploding on multiple fronts, writes China correspondent Bill Birtles.",abc,australia,2020-07-11,unkown
"This Canberra headquarters looks like any other nondescript government building but, a few steps inside the lobby, a lattice made up of zeros and ones provides a clue as to what's going on inside. Here's what happens in Australia's 24/7 cyber security watch room.",abc,australia,2020-07-11,unkown
Fifty one vehicles in Canberra will be part of a trial — the first of its kind in Australia — to gauge how well car batteries can stabilise the electricity network against damaging surges.,abc,australia,2020-07-11,unkown
Can a pollinating robot from Israel shake up Australia's $900 million greenhouse tomato industry?,abc,australia,2020-07-11,unkown
"Wallaroo Primary School students in South Australia map their entire school in the popular computer game, aiming to offer virtual ""fly-through"" tours to get around COVID-19 restrictions.",abc,australia,2020-07-11,unkown
As governments grapple with quick ways to create jobs and stimulate activity Mr Cannon-Brookes says masses of large-scale renewable energy projects are shovel ready.,abc,australia,2020-07-11,unkown
"Security service agents detain a former journalist, who now works as an adviser to the director of Russia's state space corporation, and accuse him of treason for allegedly passing military secrets to a Western nation.",abc,australia,2020-07-11,unkown
"The days of rattling tins have been cut short for now, but some charities find a new funding avenue in mobile phone apps that automate the way people donate.",abc,australia,2020-07-11,unkown
"Under the watchful eye of a human chaperone, Newcastle's driverless bus is taking passengers from Customs House to Nobbys beach as part of a trial that could shake up the city's public transport system.",abc,australia,2020-07-11,unkown
"On the back of tough US sanctions banning Huawei from using any American intellectual property, Britain's national cyber security centre recommends the Chinese company be totally banned, and its technology stripped from existing parts of the network.",abc,australia,2020-07-11,unkown
"This weekend kicks off a stellar month of night sky watching, with a lovely full Moon lining up with Jupiter and Saturn.",abc,australia,2020-07-11,unkown
"International travel restrictions and social distancing did not put a dampener on the wedding plans of a young couple from Australia and Indonesia, even while physically separated by thousands of kilometres.",abc,australia,2020-07-11,unkown
"It mightn't look like much, but this patch of scrubland is described as the ""most incredible treasure chest in the world"" as it is home to the oldest known mineral grains on Earth.",abc,australia,2020-07-11,unkown
A proposed partially State Government-funded rocket launch site will have to prove a low impact on surrounding wetlands and reef.,abc,australia,2020-07-11,unkown
"From July 1 Australians now have the right to ""decent"" internet speeds under new federal laws — whether you live in the city or the outback.",abc,australia,2020-07-11,unkown
MORNING BRIEFING: Lawyers are firming up a class action against Anglicare after 19 residents died at its Newmarch House nursing home and Woolworths is fined $1 million for spamming customers with marketing emails.,abc,australia,2020-07-11,unkown
"It is one of the most remarkable fossil deposits in the world, but until now it has been Murgon's ""best-kept secret"".",abc,australia,2020-07-11,unkown
The Australian Tax Office's page for lodging tax returns crashes as Australians begin making their claims on the first day of the 2020-21 financial year.,abc,australia,2020-07-11,unkown
Far-right boogaloo groups espousing violence will be treated the same as white nationalist and Islamic State-affiliated terrorist organisations by Facebook.,abc,australia,2020-07-11,unkown
A fully autonomous security vehicle will patrol the perimeter of a Western Australian prison — performing the work of two prison guards.,abc,australia,2020-07-11,unkown
"If you have inside knowledge of a topic in the news, contact the ABC.",abc,australia,2020-07-11,unkown
"ABC teams share the story behind the story and insights into the making of digital, TV and radio content.",abc,australia,2020-07-11,unkown
Read about our editorial guiding principles and the standards ABC journalists and content makers follow.,abc,australia,2020-07-11,unkown
Learn more,abc,australia,2020-07-11,unkown
"This service may include material from Agence France-Presse (AFP), APTN, Reuters, AAP, CNN and the BBC World Service which is copyright and cannot be reproduced.",abc,australia,2020-07-11,unkown
AEST = Australian Eastern Standard Time which is 10 hours ahead of GMT (Greenwich Mean Time),abc,australia,2020-07-11,unkown
Can collaborative robots ramp up the production of medical ventilators?,robotics,worlwide,2020-07-11,unkown
Recent work is unveiling the interactions between magnetic microswimmers and cells of the immune system.,robotics,worlwide,2020-07-11,unkown
Uncrewed aerial vehicles can reduce the cost of preventative measures against vector-borne diseases.,robotics,worlwide,2020-07-11,unkown
Biocompatible cell robots powered by urea improve drug delivery through active movement.,robotics,worlwide,2020-07-11,unkown
Morphology-dependent immunogenicity obliges a compromise on the locomotion-focused design of medical microrobots.,robotics,worlwide,2020-07-11,unkown
An automatic adult mosquito release device operated from a drone released sterile males without reducing their quality.,robotics,worlwide,2020-07-11,unkown
The free flight of insects is studied using a lab-on-cables with a reactive controller that minimizes tracking errors.,robotics,worlwide,2020-07-11,unkown
Drug-loaded urease-powered Janus cell robots enhance binding efficiency with biological targets and improve therapeutic efficacy.,robotics,worlwide,2020-07-11,unkown
"ONLINE COVER Lab on Wires. Understanding how insects fly may inspire future developments in micro-aerial robotics. However, studying the free-flight of insects can be challenging due to their high speed of motion and small size. Furthermore, existing approaches to study insect flight can cause the insect to fly unnaturally, thus limiting any insight gained. Pannequin et al. track the free-flight of insects in natural conditions with limited disturbance using a cable robot called ""lab-on-cables."" The cable robot is an open cage mounted with cameras. The cage, attached to cables, moves automatically with the flying insect to track the insect's flight. This month's cover is a photograph of the lab-on-cables. [CREDIT: D. MARTINEZ]",robotics,worlwide,2020-07-11,unkown
Technology has let us down. Here’s how to make it work for us again… and 35 young innovators leading the charge,MIT,USA,2020-07-11,unkown
Technology has let us down. Here’s how to make it work for us again… and 35 young innovators leading the charge,MIT,USA,2020-07-11,unkown
Purchase or login to download the PDF,MIT,USA,2020-07-11,unkown
America's paralysis reveals a deep and fundamental flaw in how the nation thinks about innovation.,MIT,USA,2020-07-11,unkown
"Meet this year's 35 brilliant young entrepreneurs, inventors, visionaries, humanitarians and pioneers who are working to make the world a better place.",MIT,USA,2020-07-11,unkown
Black Americans have seen technology used to target them again and again. Stopping it means looking at the problem differently.,MIT,USA,2020-07-11,unkown
The Canadian tech hub is selling itself as an antidote to the tech industry’s worst impulses. But what does that entail?,MIT,USA,2020-07-11,unkown
The funding model that made Silicon Valley a global hub excels at creating a certain kind of innovation—but the pandemic has exposed its broader failures.,MIT,USA,2020-07-11,unkown
"Machines were supposed to take over tasks too dangerous for humans. Now humans are the danger, and robots might be the solution.",MIT,USA,2020-07-11,unkown
We asked some previous winners of our 35 Innovators Under 35 award what they’ve learned about innovation since they won.,MIT,USA,2020-07-11,unkown
The Great Depression offers lessons for how to give ordinary people a say in the economic recovery from covid-19.,MIT,USA,2020-07-11,unkown
Over decades the country has progressively defunded the kind of research that made its tech industry great,MIT,USA,2020-07-11,unkown
A short fiction story written with the help of an algorithm,MIT,USA,2020-07-11,unkown
An insight into the way machines make meaning.,MIT,USA,2020-07-11,unkown
"Our needs for long-term solutions are often at odds with the short-term pressure for profits, but sometimes that tension is a good thing.",MIT,USA,2020-07-11,unkown
"The mission of MIT Technology Review is to bring about better-informed and more conscious decisions about technology through authoritative, influential, and trustworthy journalism.",MIT,USA,2020-07-11,unkown
Samsung Galaxy Z Flip 5G Video Promo Leak Showcases It From All Sides Ahead of Launch,gadgets,india,2020-07-11,unkown
Redmi Note 8 Price in India Hiked Once Again,gadgets,india,2020-07-11,unkown
Redmi Note 7 Android 10-Based MIUI Update Starts Rolling Out in India for Some Users,gadgets,india,2020-07-11,unkown
Dunzo Discloses Data Breach That Exposed User Details,gadgets,india,2020-07-11,unkown
"PC Sales Climb as COVID-19 Pandemic Keeps Consumers at Home: IDC, Gartner",gadgets,india,2020-07-11,unkown
Twitter Suspends a Slew of White Nationalist Accounts,gadgets,india,2020-07-11,unkown
Realme 6i Launch in India Tipped to Be July 14 by Flipkart Listing: Report,gadgets,india,2020-07-11,unkown
Amazon Begins Rolling Out Bigger UPS and FedEx-Style Delivery Trucks,gadgets,india,2020-07-11,unkown
OnePlus Nord AR Launch Invites Go on Sale in India at Rs. 99 Ahead of Its July 21 Launch,gadgets,india,2020-07-11,unkown
LinkedIn Sued Over Allegation It Secretly Reads Apple Users' Clipboard Content,gadgets,india,2020-07-11,unkown
"Facebook, Instagram Ban Content Promoting 'Conversion Therapy'",gadgets,india,2020-07-11,unkown
Twitter CEO Jack Dorsey Donates $3 Million to Test Universal Basic Income,gadgets,india,2020-07-11,unkown
Facebook Repairs Bug That Prompted Brief iOS App Outages,gadgets,india,2020-07-11,unkown
Apple Supplier Foxconn Said to Plan $1 Billion Investment in India,gadgets,india,2020-07-11,unkown
US Unveils Tariffs on France Over Digital Tax but Delays Collection,gadgets,india,2020-07-11,unkown
"Amazon Bans, Then Un-Bans TikTok From Employee Mobile Devices",gadgets,india,2020-07-11,unkown
"OnePlus Pods True Wireless Earbuds Teased, Tipped to be Sold via Amazon India",gadgets,india,2020-07-11,unkown
"Apple’s New MacBook Air to Go Into Mass Production in Q4, Redesigned MacBook Pro Models Planned for 2021: Kuo",gadgets,india,2020-07-11,unkown
"Oppo Enco W31, Oppo Enco M31 Wireless Headphones Get Temporary Price Cuts in India",gadgets,india,2020-07-11,unkown
"PUBG Mobile, Spotify, Tinder, Many Other iOS Apps Back After Brief Outage, Facebook SDK May Be the Cause",gadgets,india,2020-07-11,unkown
"MIT Associate Professor Jinhua Zhao, who will direct the new MIT Mobility Initiative, brings behavioral science to urban transportation. It’s easy to think of urban…",scitechdaily,USA,2020-07-11,unkown
Things are different on the other side of the mirror. Text is backward. Clocks run counterclockwise. Cars drive on the wrong side of the road….,scitechdaily,USA,2020-07-11,unkown
Solar energy researchers at Oregon State University are shining their scientific spotlight on materials with a crystal structure discovered nearly two centuries ago. Not all…,scitechdaily,USA,2020-07-11,unkown
"Researchers have invented a way to slide atomically-thin layers of 2D materials over one another to store more data, in less space and using less…",scitechdaily,USA,2020-07-11,unkown
"Two U.S. Army research projects advance quantum networking, which will likely play a key role in future battlefield operations. Quantum networks will potentially deliver multiple…",scitechdaily,USA,2020-07-11,unkown
"Scientists at the U.S. Department of Energy’s Ames Laboratory and their collaborators from Iowa State University have developed a new approach for generating layered, difficult-to-combine,…",scitechdaily,USA,2020-07-11,unkown
"Since World War I, the vast majority of American combat casualties has come not from gunshot wounds but from explosions. Today, most soldiers wear a…",scitechdaily,USA,2020-07-11,unkown
A new symmetry-broken parent state discovered in twisted bilayer graphene. In 2018 it was discovered that two layers of graphene twisted one with respect to…,scitechdaily,USA,2020-07-11,unkown
"In an unprecedented collaboration, ESA, NASA and JAXA (Japan Aerospace Exploration Agency) have created a new tool that combines a wealth of data from Earth-observing…",scitechdaily,USA,2020-07-11,unkown
"Advance poised to enable cost-effective space-based global quantum network for secure communications and more. In a critical step toward creating a global quantum communications network,…",scitechdaily,USA,2020-07-11,unkown
SciTechDaily: Home of the best science and technology news since 1998. Keep up with the latest scitech news via email or social media.,scitechdaily,USA,2020-07-11,unkown
A comet has suddenly become visible to the unaided eye. Comet C/2020 F3 (NEOWISE) was discovered in late March and brightened as it reached its…,scitechdaily,USA,2020-07-11,unkown
"Italy has told state-controlled utility Enel to reach a deal with Telecom Italia by the end of July on plans to create a single broadband network for the country, a person close to the matter told Reuters on Saturday.",reuters,USA,2020-07-11,unkown
"India's government has petitioned a state court to stop any of the Chinese companies whose 59 apps it recently banned from obtaining an injunction to block the order, according to two sources and the legal filing.",reuters,USA,2020-07-11,unkown
"In the span of a few hours on Friday, Amazon.com Inc banned and then unbanned the TikTok video sharing app from employee mobile devices, calling the move a mistake.",reuters,USA,2020-07-11,unkown
"The Trump administration on Friday announced additional duties of 25% on French cosmetics, handbags and other imports valued at $1.3 billion in response to France's digital services tax, but would hold off on implementing the move for up to 180 days.",reuters,USA,2020-07-11,unkown
Microsoft Corp's  LinkedIn was sued by a New York-based iPhone user on Friday for allegedly reading and diverting users' sensitive content from Apple Inc's  Universal Clipboard application.,reuters,USA,2020-07-11,unkown
"The British government is expected to set a deadline of 2025 for removing equipment made by China's Huawei from the country's 5G telecoms networks, the Telegraph newspaper said on Friday.",reuters,USA,2020-07-11,unkown
"Tesla Inc will hold its annual shareholder meeting in person on Sept. 22 at its Fremont factory in California, the electric carmaker said on Friday.",reuters,USA,2020-07-11,unkown
"Facebook Inc is considering imposing a ban on political ads on its social network in the days leading up to the Nov. 3 elections in the United States, Bloomberg News reported on Friday, citing people familiar with the company's thinking.",reuters,USA,2020-07-11,unkown
Amazon.com Inc said it sent an email earlier on Friday that requested employees remove the TikTok app from mobile devices that also had access to company emails in error.,reuters,USA,2020-07-11,unkown
